,rank,Name,spotify_id,Country
3007,7,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Italy
3008,8,Ulalala,2NTxalkIR7Yz1nl5iIFWAz,Italy
3009,9,PERDONAMI,4Yr7z1MFiI2D3QnldF107i,Italy
3010,10,Vertigini,1Oou7m2VuxCDSOdqsu07TU,Italy
3011,11,Faccio un casino,4o3TDMAR6Id0DN7g03gsIc,Italy
3012,12,Uno squillo,7zivIUyCw9MmYftdcayXnN,Italy
3013,13,Il ballo delle incertezze,0Wq6iAraiUpSbBSPmv4gLu,Italy
3014,14,Le luci della città,381VH1JFj9q08V1OMlPU5m,Italy
3015,15,Me Rehúso,6De0lHrwBfPfrhorm9q1Xl,Italy
3016,16,D'estate non vale (feat. Ana Mena),3dCEtkAfWhk15bLAWZAKLy,Italy
3017,17,Visiera A Becco,0nB7VgMGBTeOIO6LXwOvEJ,Italy
3018,18,Tesla (feat. Sfera Ebbasta & DrefGold),093RgZ7RXHZwIrxZhZYX4Q,Italy
3019,19,Non Abbiamo Età,0NwuXciw6eQc4edjwSBnV3,Italy
3020,20,Davide (feat. Coez),1Lq5ApqhIWUXzlryFX2K6J,Italy
3021,21,Malibu,08AN0HMXNr3DGGDCOWsTAw,Italy
3022,22,Sogni appesi,2HgBmx6tfhRO417ahshpeQ,Italy
3023,23,Gli occhi della tigre,0eczHniJguffShMNltOqMo,Italy
3024,24,Tran Tran,1S2VLr8j9KVbroLn76RF4i,Italy
3025,25,Cascare nei tuoi occhi,60oJSn5MTG2VNvCJKwd65M,Italy
3026,26,Poesia senza veli,3f2b204xj4jZdoHjo9wj0W,Italy
3027,27,Portami con te,2S5H2pKuM6lgLC00VVKCZD,Italy
3028,28,Nera,6Lc0La3OwOmAouQjbID4uX,Italy
3029,29,Ne è valsa la pena (feat. Ghali),6GTCOWvhjvdk4pwlfrSjNO,Italy
3030,30,Rollercoaster,2Qe5XpRwGHFmMkZim0gRye,Italy
3031,31,2% (feat. Frah Quintale),1GZPzAyqLxOu9ANPIKMlCs,Italy
3032,32,Irraggiungibile (feat. Federica Carta),03PDOt4cRKQgpYfA9I9wnC,Italy
3033,33,90MIN,1YzlPeHWPU0JeM0u4ya5zj,Italy
3034,34,Felicità puttana,695AOnYHYnvHIMaTNKjkA5,Italy
3035,35,These Days,20ZP3Om9DvDazXrNUC7WM2,Italy
3036,36,Cupido (feat. Quavo),0dLToDou8YHYJpQltj3Ijy,Italy
3037,37,Fuoco e benzina,4Fs1sEg9Mwn6vykFD89xvc,Italy
3038,38,Ti dedico il silenzio,6GLmGfALwjzCaOiHwgfU7g,Italy
3039,39,More Than You Know,3PEgB3fkiojxms35ntsTgs,Italy
3040,40,I grandi non piangono mai,051yIUwgzFc5v7ed3SYmTl,Italy
3041,41,Keanu Reeves (feat. Achille Lauro),1MGXWglFoINJdrcp2W0U0w,Italy
3042,42,Ipernova,1TaSkLG2bXx84YuKmJvncw,Italy
3043,43,Senza Pagare VS T-Pain,0YOUE1TlkgSbkNvWkZkEVp,Italy
3044,44,Amore e Capoeira,5Vwqy3CS2aCB6jcgm1qWfk,Italy
3045,45,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,Italy
3046,46,Questa nostra stupida canzone d'amore,1Kw6V4wiZKTVwLZ5YcYJR3,Italy
3047,47,Giovane fuoriclasse,60muwbD6E61lEYQSnEYlLc,Italy
3048,48,Porto Cervo,0TAt3c8KXb1D3sWT8ENar8,Italy
3049,49,Figli Di Papà,0X9tZPTijGk3YfqFK6Jbal,Italy
3050,50,Ninna Nanna,3mUTbkV7xoVpoc4BWrGtlG,Italy
3051,51,Bene ma non benissimo,41Ic4tOAkz5NMfNNQ14bW6,Italy
3052,52,Notti,7yAiocKxHuo27L68vvQDPn,Italy
3053,53,Perfect,0tgVpDi06FyKpA1z0VMD4v,Italy
3054,54,IDGAF,76cy1WJvNGJTj78UqeA5zr,Italy
3055,55,IL CIELO NELLA STANZA (feat. NSTASIA),2fkVZYFv9hOejIsLzZy8ad,Italy
3056,56,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,Italy
3057,57,Fotografia (feat. Francesca Michielin & Fabri Fibra),3fw3W15QK6a9UxJGgndtYu,Italy
3058,58,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,Italy
3059,59,Peace & Love,4BGmYEDOK1swwoxTtfmVZD,Italy
3060,60,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Italy
3061,61,Nisida,2bEzFrrZO5MMBjenGHxZYX,Italy
3062,62,Habibi,1lwpe8mLgHhytakM7m6R3W,Italy
3063,63,Cambiare Adesso,01MJgnPL3AuwmYQ4EbHzD7,Italy
3064,64,Riccione,6RiprjTTheMrJ2ypJxz3H4,Italy
3065,65,Ricchi x Sempre,0kHTkvGavvk2MjBTSUtOZx,Italy
3066,66,Galway Girl,0afhq8XCExXpqazXczTSve,Italy
3067,67,Morirò da Re,1aX0Ki80LFzzhqxqRlqbAV,Italy
3068,68,Rockstar,14Ji9oE887lKQx7NtMnwXV,Italy
3069,69,Shallow,2VxeLyX666F8uXCJ0dZF8B,Italy
3070,70,Happier,2dpaYNEQHiRxtZbfNsse99,Italy
3071,71,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,Italy
3072,72,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,Italy
3073,73,Sciroppo (feat. DrefGold),4RgmBdsVc2CbVJk8UUOhmJ,Italy
3074,74,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,Italy
3075,75,Senza Di Me (feat. Venerus & Franco126),3xGD5KhnizETt7KQwxtUAc,Italy
3076,76,Serpenti A Sonagli,10EFwIzj57tG2dqgqgGj1J,Italy
3077,77,Believer,0CcQNd8CINkwQfe1RDtGV6,Italy
3078,78,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,Italy
3079,79,Trankilo,4hwwDxMDxwNbCyUJuI5sLa,Italy
3080,80,Torna a casa,3590AAEoqH50z4UmhMIY85,Italy
3081,81,È sempre bello,18LXrvm337xqvFxpaB9Puj,Italy
3082,82,Bling Bling (Oro),0UyV3ehXT0z3wzkuW7fSxo,Italy
3083,83,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)",2l9XbXBbKoEfc1JdCvSz4n,Italy
3084,84,Sopra,1x57LE6Ci3tGBrkDt2tFZS,Italy
3085,85,Yankee Candle,0XEi8v2VUk6BCAiPZQXdeL,Italy
3086,86,Thunder,0tKcYR2II1VCQWT79i5NrW,Italy
3087,87,Voglio ballare con te,14KKXLz5WHrzGOMUNFV22H,Italy
3088,88,Ricchi Dentro,6QwcgyYWHB83EkUvz3XhDX,Italy
3089,89,Lamborghini,37DbCoArETu3xBSm5MT2o7,Italy
3090,90,Money Rain,1f1mvHcJwPPponfS45uRp1,Italy
3091,91,Happy Days,3FLp4tu69GLt0KPizUhFsU,Italy
3092,92,Posso (feat. Max Gazzé),5N0nmOmc0MqPZTYKw4fVV6,Italy
3093,93,Stamm Fort (feat. Sfera Ebbasta),7hHf4gz7kGmkuwa6XMc88W,Italy
3094,94,Whatever It Takes,0yt31hMKZMiyIEfiBiLD2N,Italy
3095,95,oh 9od,0UuqwLM3UFmwcXSJgfFHvr,Italy
3096,96,Criminal,2SmgFAhQkQCQPyBiBxR6Te,Italy
3097,97,Sweet but Psycho,25sgk305KZfyuqVBQIahim,Italy
3098,98,Wild Bandana,4I0zrlR1lT6aHYiu79MzWy,Italy
3099,99,SAD!,35ieKju5aLWFN5UgfJ27mL,Italy
3100,0,Closer (feat. Halsey),7BKLCZ1jbUBVqRi2FVlTVw,Japan
3101,1,My Boo,2gasr6aemUqZIBBN05EO03,Japan
3102,2,恋音と雨空,46gSY0U7ZZCmd7EuJuo15N,Japan
3103,3,The Beginning,4f3nDjgqXurMryYBSp0TZD,Japan
3104,4,Wherever you are,0YAMQSmHk6BSUGTYpaoqTJ,Japan
3105,5,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Japan
3106,6,ワタリドリ,0ve9Tpz8Yw0I4eXhWsy21o,Japan
3107,7,ひまわりの約束,315z5bDr8oJ0OAxD3jQZmH,Japan
3108,8,愛唄,6ANQEKJui81dRMb6xD3XrO,Japan
3109,9,キセキ,7ztdl6cnbJgHRdMkKldkts,Japan
3110,10,Kimi Ga Suki,5Bg0HkfaRYRx8A7tMrjT9Z,Japan
3111,11,さよならの前に,7vwXjDrZT2mqiFynlEwwgG,Japan
3112,12,愛をこめて花束を,7CmWXD3w1xOO53AAO4LRVQ,Japan
3113,13,Sugar,0ljEFYEFuqspdPCWn75FPP,Japan
3114,14,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Japan
3115,15,小さな恋のうた,23atyJacJVHvB9RHBNhr35,Japan
3116,16,鱗(うろこ),1tkWfKfJqdqbY3oadsjXCf,Japan
3117,17,What Do You Mean?,3pzjHKrQSvXGHQ98dx18HI,Japan
3118,18,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,Japan
3119,19,打上花火,4IouQaO9GkaHC7AtMErdSa,Japan
3120,20,Home,5PF0IW8iHqOcTWAyRqiDzb,Japan
3121,21,WanteD! WanteD!,4m8ayeTlVnsYAtR42NhDqZ,Japan
3122,22,Kataomoi,3yyygrZ3m9dHsqeDx0QaFU,Japan
3123,23,Sorry,09CtPGIpYB4BrO8qb1RGsF,Japan
3124,24,Hana,2m0OFi42YdJHAm6cYRNZtc,Japan
3125,25,AM11:00,6RKE835qBUUneyOH1p0fnP,Japan
3126,26,RAIN,0aFUi8kAIUcLEaM6LylNui,Japan
3127,27,366日,0GhhU1qpdbKG1AUMKkFGbi,Japan
3128,28,Shake It Off,0cqRj7pUJDkTCEsJkx8snD,Japan
3129,29,Story,0V2axJ946WH1vt9t5SGMLV,Japan
3130,30,Kanzen kankaku Dreamer,1XT0cpl9g0GuRQJao2nqXd,Japan
3131,31,にじいろ,3JrxNi0sQ1Lnx8eGonp3Ma,Japan
3132,32,I LOVE YOU,0mf82mK5aeZm4vN9HM2InQ,Japan
3133,33,楓,0b7IBgZjedM53ufZV4f4CL,Japan
3134,34,何度でも,6Qq8UOS6QzeSYFUVXC5wEB,Japan
3135,35,Dream,6PO8T4qt3FHfauSs98zO9j,Japan
3136,36,ロビンソン,0sVnyL71jTOuMt9TZ59bws,Japan
3137,37,TT,1nMbZ9OsVNSLEyijI80EST,Japan
3138,38,光榮之橋,5KaplUYIDvsFe69z7UArVt,Japan
3139,39,どんなときも。,4feDzcxtXRU8clyOluco5Y,Japan
3140,40,愛を伝えたいだとか,0N8Xztr4pBHJ7V0moJWhbO,Japan
3141,41,Thinking out Loud,1Slwb6dOYkBlWal1PGtnNg,Japan
3142,42,Love Yourself,3hB5DgAiMAQ4DzYbsMq1IT,Japan
3143,43,君はロックを聴かない,59eluCMn0XbOWqeWQ91FTM,Japan
3144,44,Kimiga Kureta Natsu,4bK6qPvD4xB8npRkZa1a55,Japan
3145,45,Choucho Musubi,4r20tmzg4tfon0Kg0yxB91,Japan
3146,46,NAO,2PeCrMLUayMPZnLZPkJxOJ,Japan
3147,47,Change,0BOHIMI5EvhGuZSkWLwxIP,Japan
3148,48,Stay,0I20rLT2MJDhcF96AjbNYo,Japan
3149,49,Sayonara Elegy,0QKmcZNAST4GytJYmkN05D,Japan
3150,50,Perfect,0tgVpDi06FyKpA1z0VMD4v,Japan
3151,51,新宝島,6ODZT1FGTE2q4two05giS1,Japan
3152,52,Galway Girl,0afhq8XCExXpqazXczTSve,Japan
3153,53,DNA,5SE57ljOIUJ1ybL9U6CuBH,Japan
3154,54,STAY TUNE,0albLGvYx6ftOUJ7KF0i5I,Japan
3155,55,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,Japan
3156,56,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Japan
3157,57,君に届け,0kA7SWxWPYqSyIbMl51X5b,Japan
3158,58,24K Magic,6b8Be6ljOzmkOmFslEb23P,Japan
3159,59,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,Japan
3160,60,The Middle,09IStsImFySgyp0pIQdqAc,Japan
3161,61,Rockabye (feat. Sean Paul & Anne-Marie),2hrUO4drrO63i7FYbCLBl2,Japan
3162,62,Wolves,0tBbt8CrmxbjRP0pueQkyU,Japan
3163,63,ノーダウト,3sGKkQ5NlRJMzDVmeJFSYJ,Japan
3164,64,ハナミズキ,4PqDkR6YM80Sy590Qsy6mm,Japan
3165,65,2002,2BgEsaKNfHUdlh97KmvFyo,Japan
3166,66,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,Japan
3167,67,Side To Side,1pKeFVVUOPjFsOABub0OaV,Japan
3168,68,New Rules,2ekn2ttSfGqwhhate0LSR0,Japan
3169,69,HANABI,77lmDcPPyY6kK907gdgC6i,Japan
3170,70,Silent Majority,7b7U8EnH4gB3a9qphGYVoj,Japan
3171,71,Break Free,1T7Htpf1kEvU9Adf8J0ekk,Japan
3172,72,LIKEY,4Eb5cLWxKQUoUQaKUYSRgI,Japan
3173,73,プラネタリウム,3zfyzbHuqcT2AAffAyLm02,Japan
3174,74,三日月,5SDVaYU4nfaIV0rNSlWSCa,Japan
3175,75,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5AEtlRudpgdT5FtNiuly6Y,Japan
3176,76,Despacito - Remix,5CtI0qwDJkDQGwXD1H1cLb,Japan
3177,77,U.S.A.,4qZyuyqLoZ3CaH79rGvJFR,Japan
3178,78,花束を君に,31yv1hR9gw1WSEmtqsaZbD,Japan
3179,79,TT - Japanese ver.,0PAyiPTz8gL0udQnSasc5G,Japan
3180,80,Slow & Easy,4b5oBON2DgamONUxvP4JyQ,Japan
3181,81,One Last Time,1CAksvEO6oRHd9bBKWAfuY,Japan
3182,82,マリーゴールド,0jWVUKsIoyo3zw64RaEWYg,Japan
3183,83,青と夏,0a3587n25Xhw098UeEbeJq,Japan
3184,84,Mama,0NiXXAI876aGImAd6rTj8w,Japan
3185,85,What is Love?,2PhG74FocRobLC8pP9cIBI,Japan
3186,86,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3DXncPQOG4VBw3QHh3S817,Japan
3187,87,満月の夜なら,6UrocZrUx9Nb490ACF5UBP,Japan
3188,88,We Don't Talk Anymore,68EMU2RD1ECNeOeJ5qAXCV,Japan
3189,89,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,Japan
3190,90,貴方解剖純愛歌〜死ね〜,2H3bOGOE50qEo5wAYoJiwL,Japan
3191,91,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,Japan
3192,92,Re:make,6IghCx6jRj5VHEmXKQH2pR,Japan
3193,93,Synchronicity,1aizVDKUj5zGDT5twYx3XC,Japan
3194,94,FAKE LOVE,3aW0ds4A4tSQDIp75FqWTo,Japan
3195,95,奏(かなで),5RbMlPFL4gVyEHW2lEOuzG,Japan
3196,96,トリコ,04vWAqnvToa2v4D4A2yhzH,Japan
3197,97,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,Japan
3198,98,R.Y.U.S.E.I.,0eio2xxlLcgMCSMPgJseeI,Japan
3199,99,There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,Japan
3200,0,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,Lithuania
3201,1,Youngblood,2iUXsYOEPhVqEBwsqP70rE,Lithuania
3202,2,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,Lithuania
3203,3,Shallow,2VxeLyX666F8uXCJ0dZF8B,Lithuania
3204,4,Better Now,7dt6x5M1jzdTEt8oCbisTK,Lithuania
3205,5,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,Lithuania
3206,6,when the party's over,14JzyD6FlBD5z0wV5P07YI,Lithuania
3207,7,SAD!,35ieKju5aLWFN5UgfJ27mL,Lithuania
3208,8,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Lithuania
3209,9,Bohemian Rhapsody - 2011 Mix,4u7EnebtmKWzUH433cf5Qv,Lithuania
3210,10,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,Lithuania
3211,11,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,Lithuania
3212,12,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,Lithuania
3213,13,7 rings,14msK75pk3pA33pzPVNtBF,Lithuania
3214,14,Happier,2dpaYNEQHiRxtZbfNsse99,Lithuania
3215,15,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,Lithuania
3216,16,Nevermind,63SevszngYpZOwf63o61K4,Lithuania
3217,17,Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,Lithuania
3218,18,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,Lithuania
3219,19,Moonlight,0JP9xo3adEtGSdUEISiszL,Lithuania
3220,20,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,Lithuania
3221,21,Lucid Dreams,0X8DcetL926BYiPJYstJTc,Lithuania
3222,22,Sweet but Psycho,25sgk305KZfyuqVBQIahim,Lithuania
3223,23,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,Lithuania
3224,24,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,Lithuania
3225,25,Thunder,0tKcYR2II1VCQWT79i5NrW,Lithuania
3226,26,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Lithuania
3227,27,bad guy,2Fxmhks0bxGSBdJ92vM42m,Lithuania
3228,28,Body (feat. brando),7K7MUBCnzgBAvMVW2RTWNs,Lithuania
3229,29,Wow.,2ve5NyzWHUbIYxL33goCX7,Lithuania
3230,30,bury a friend,4NzMOnvSJVNKF7nw5NkXIP,Lithuania
3231,31,Be Alright,2H4gf1wLxvYreMj1jcaN0k,Lithuania
3232,32,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,Lithuania
3233,33,Without Me,5p7ujcrUXASCNwRaWNHR1C,Lithuania
3234,34,Solo (feat. Demi Lovato),3NuK5xMlSlB6K2Qp16zf3h,Lithuania
3235,35,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,Lithuania
3236,36,Ieškau - Remix,4IqUG5Xs7IVlmGtpbN1vya,Lithuania
3237,37,Ežero dugne,1e61E0mOJp8IsDx5G5sLpm,Lithuania
3238,38,More Than You Know,3PEgB3fkiojxms35ntsTgs,Lithuania
3239,39,Believer,0CcQNd8CINkwQfe1RDtGV6,Lithuania
3240,40,New Rules,2ekn2ttSfGqwhhate0LSR0,Lithuania
3241,41,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,Lithuania
3242,42,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,Lithuania
3243,43,Unforgettable,1F2HXIJrE2Xn81OzT2zZvW,Lithuania
3244,44,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,Lithuania
3245,45,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,Lithuania
3246,46,2002,2BgEsaKNfHUdlh97KmvFyo,Lithuania
3247,47,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,Lithuania
3248,48,God's Plan,2VWbHHhWnMzKWPUs4IEEW9,Lithuania
3249,49,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,Lithuania
3250,50,Solo Dance,6HUnnBwYZqcED1eQztxMBN,Lithuania
3251,51,3 Nights,1tNJrcVe6gwLEiZCtprs1u,Lithuania
3252,52,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,Lithuania
3253,53,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,Lithuania
3254,54,Sucker,22vgEDb5hykfaTwLuskFGD,Lithuania
3255,55,Ritual,3M9Apu4OZfylLTFKvgEtKa,Lithuania
3256,56,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),40OMBMYRk5IQL6xCzGM0JA,Lithuania
3257,57,Lonely Together (feat. Rita Ora),2OALaHcDdKkjYEpAr0Qzab,Lithuania
3258,58,i'm so tired...,2iwS33Jfev1QBiuhWVWZHY,Lithuania
3259,59,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,Lithuania
3260,60,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,Lithuania
3261,61,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,Lithuania
3262,62,Tu Maivais,5xfm1GSz2tHXM8GMfBpWk2,Lithuania
3263,63,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,Lithuania
3264,64,Señorita,0TK2YIli7K1leLovkQiNik,Lithuania
3265,65,Dance Monkey,1rgnBhdG2JDFTbYkYRZAku,Lithuania
3266,66,Ransom,1kBbgxAUc4HQv7cgIayIDH,Lithuania
3267,67,rockstar,1OmcAT5Y8eg5bUPv9qJT4R,Lithuania
3268,68,Superstar,6u6DMxI2bBqF7xCoNnIyM9,Lithuania
3269,69,Silence,7vGuf3Y35N4wmASOKLUVVU,Lithuania
3270,70,Truth Hurts,5Qel1sTrU4LM8HlJSPT2jd,Lithuania
3271,71,Lalala,07rmSXN6vNoquX1AsWd9pP,Lithuania
3272,72,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,Lithuania
3273,73,Higher Love,6oJ6le65B3SEqPwMRNXWjY,Lithuania
3274,74,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,Lithuania
3275,75,Let You Love Me,5Fla3zyOCcIRqrDoKLU0DP,Lithuania
3276,76,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,Lithuania
3277,77,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,Lithuania
3278,78,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,Lithuania
3279,79,Attention,4iLqG9SeJSnt0cSPICSjxv,Lithuania
3280,80,Soldi,4szQkW1CDHqbRZGltXJdd3,Lithuania
3281,81,Goodbyes (Feat. Young Thug),6vBdBCoOhKHiYDDOcorfNo,Lithuania
3282,82,IDGAF,76cy1WJvNGJTj78UqeA5zr,Lithuania
3283,83,I Like It,58q2HKrzhC3ozto2nDdN4z,Lithuania
3284,84,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,Lithuania
3285,85,Thunderclouds,2c7GlMNmF7pbohjykutmLP,Lithuania
3286,86,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,Lithuania
3287,87,Nonstop,0TlLq3lA83rQOYtrqBqSct,Lithuania
3288,88,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,Lithuania
3289,89,You Don't Know Me - Radio Edit,00lNx0OcTJrS3MKHcB80HY,Lithuania
3290,90,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y,Lithuania
3291,91,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5AEtlRudpgdT5FtNiuly6Y,Lithuania
3292,92,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,Lithuania
3293,93,What Lovers Do (feat. SZA),04JL2liXXV9B9coeGuUsPw,Lithuania
3294,94,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,Lithuania
3295,95,There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,Lithuania
3296,96,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,Lithuania
3297,97,Remind Me to Forget,6xTU6B6nFwKKTSZ9ySXS80,Lithuania
3298,98,lovely,1NJcg626wLln4pGHpiV7mf,Lithuania
3299,99,Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,Lithuania
3300,0,I Got Love,5rwsJbBNa8SfPW4oFA1GjP,Latvia
3301,1,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,Latvia
3302,2,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,Latvia
3303,3,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,Latvia
3304,4,Zemes stunda,7MSS9mAqAHHkUCa7HL0RbA,Latvia
3305,5,Youngblood,2iUXsYOEPhVqEBwsqP70rE,Latvia
3306,6,Better Now,7dt6x5M1jzdTEt8oCbisTK,Latvia
3307,7,SAD!,35ieKju5aLWFN5UgfJ27mL,Latvia
3308,8,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,Latvia
3309,9,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Latvia
3310,10,Lucid Dreams,0X8DcetL926BYiPJYstJTc,Latvia
3311,11,Мокрые кроссы,35poFvLMiXHPZsItZ0HiHZ,Latvia
3312,12,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,Latvia
3313,13,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,Latvia
3314,14,when the party's over,14JzyD6FlBD5z0wV5P07YI,Latvia
3315,15,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,Latvia
3316,16,Rozovoye Vino,4LDcQ9sLkKCie4XcKaEwJD,Latvia
3317,17,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,Latvia
3318,18,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,Latvia
3319,19,Nevermind,63SevszngYpZOwf63o61K4,Latvia
3320,20,Shallow,2VxeLyX666F8uXCJ0dZF8B,Latvia
3321,21,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,Latvia
3322,22,Thunder,0tKcYR2II1VCQWT79i5NrW,Latvia
3323,23,Незабудка,53ORJG1CfDX0xo8qyhup6Q,Latvia
3324,24,Happier,2dpaYNEQHiRxtZbfNsse99,Latvia
3325,25,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,Latvia
3326,26,Moonlight,0JP9xo3adEtGSdUEISiszL,Latvia
3327,27,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,Latvia
3328,28,Wow.,2ve5NyzWHUbIYxL33goCX7,Latvia
3329,29,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Latvia
3330,30,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,Latvia
3331,31,Falling Down - Bonus Track,0Dn40gxVCMo5TkgS8Ik18Q,Latvia
3332,32,Ogles,0xZbTUeLOIXjAHFuyZNQr2,Latvia
3333,33,Витаминка,792c14LiectozZczjylkfW,Latvia
3334,34,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,Latvia
3335,35,Unforgettable,1F2HXIJrE2Xn81OzT2zZvW,Latvia
3336,36,More Than You Know,3PEgB3fkiojxms35ntsTgs,Latvia
3337,37,Розовое вино,2qgUF9fPrq5ZnHY6PxZdIi,Latvia
3338,38,Be Alright,2H4gf1wLxvYreMj1jcaN0k,Latvia
3339,39,Salauzta Sirds (feat. Ozols),4KV9h3YlxjISNYPKw8vpkw,Latvia
3340,40,Without Me,5p7ujcrUXASCNwRaWNHR1C,Latvia
3341,41,New Rules,2ekn2ttSfGqwhhate0LSR0,Latvia
3342,42,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,Latvia
3343,43,bad guy,2Fxmhks0bxGSBdJ92vM42m,Latvia
3344,44,7 rings,14msK75pk3pA33pzPVNtBF,Latvia
3345,45,Sweet but Psycho,25sgk305KZfyuqVBQIahim,Latvia
3346,46,bury a friend,4NzMOnvSJVNKF7nw5NkXIP,Latvia
3347,47,Body (feat. brando),7K7MUBCnzgBAvMVW2RTWNs,Latvia
